"provider","operation_id","candidate_id","candidate","representative_mechanism","portfolio_relation","semantic_fidelity","selected_identity","host_independence","callbacks_handles","project_authority","lifecycle_isolation","incremental_backpressure","output_ownership","stability_coupling","performance_copies","distribution_security","testability_observability","effect_reuse","complexity","decision","falsifier"
"esbuild","ESB-DISPOSE","F","operation-specific portfolio","direct-host-api","single selected route","faithful in declared domain: best TypeScript boundary for structured/plugin/context operations; operation status: hidden Scope-owned release of CAN-ESB-011","the installed package normally resolves its matching optional platform binary, but ambient ESBUILD_BINARY_PATH can override that path; cwd/env are inherited","Node host plus one package-module-global native esbuild child per resolved module instance; sync calls use a worker-owned child; distribution: npm package plus platform binary or explicit ambient override; offline only when the selected bytes already exist","full structured results/options/virtual inputs and host plugin closures through reverse callbacks; one-shot operations through one module instance share its service; contexts expose rebuild/watch/serve/cancel/dispose; that module instance's global stop affects its consumers","the installed package normally resolves its matching optional platform binary, but ambient ESBUILD_BINARY_PATH can override that path; cwd/env are inherited","one-shot operations through one module instance share its service; contexts expose rebuild/watch/serve/cancel/dispose; that module instance's global stop affects its consumers; required operation law: idempotently invalidates the context; the underlying executor may have a wider lifetime and must not be falsely claimed as released","one-shot operations through one module instance share its service; contexts expose rebuild/watch/serve/cancel/dispose; that module instance's global stop affects its consumers; state cost: low adapter cost but ambient override authority, package-module-global crash/stop, and one-shot cancellation need explicit treatment","in-memory bytes or provider-direct files; required operation ownership: release acknowledgement; no build artifact","documented public esbuild 0.28.2 JS API, MIT; service protocol is undocumented internal; compatibility: private first-packet exact-version check rejects version skew but does not content-bind an override; public compatibility is package API only; support verdict: viable now","private framed bidirectional stdio hidden behind supported JS API; low adapter cost but ambient override authority, package-module-global crash/stop, and one-shot cancellation need explicit treatment","npm package plus platform binary or explicit ambient override; offline only when the selected bytes already exist","private first-packet exact-version check rejects version skew but does not content-bind an override; public compatibility is package API only; evidence: esbuild API docs, common.ts, service.go @ 609683d; SURFACE.json","Reuse Effect Scope for owned handles/children, ChildProcess for selected processes, FileSystem/Path for explicit mutation, Stream only for a real typed event source, Layer for selection and dependency provision, and preserve Cause interruption.","low adapter cost but ambient override authority, package-module-global crash/stop, and one-shot cancellation need explicit treatment","official JavaScript context dispose owned by an uninterruptible Scope finalizer","Reject this portfolio if any selected route cannot preserve dispose a context under its authority/lifetime record, or if one supported route preserves all required semantics with fewer total states."
"node-sea","NODE-DIRECT-SEA","A","current operation-specific hybrid","selected-command","single representative family for this candidate","faithful in declared domain: preferred direct and legacy-blob mechanism; operation status: CAN-NODE-001 frozen for 0.4","explicit selected builder/base/cwd/config/target; current effect-build intentionally uses same selected path for builder and base","selected exact Node child running native LIEF builder/blob generator; distribution: exact Node binary with LIEF per target; post-mutation signing may be required","native main/assets/snapshot/cache/args fields; terminal failures are not typed; one-shot scoped child; provider directly truncates/writes private candidate","explicit selected builder/base/cwd/config/target; current effect-build intentionally uses same selected path for builder and base","one-shot scoped child; provider directly truncates/writes private candidate","one-shot scoped child; provider directly truncates/writes private candidate; state cost: smallest supported direct route; Effect staging removes Node writer's unsafe destination mutation","private blob or executable; effect-build validates and atomically publishes final candidate","documented public experimental Node 26.7.0 SEA surface, Stability 1.1, MIT; compatibility: exact builder/base version, target and snapshot/cache restrictions; support verdict: viable now","argv, JSON config, terminal streams, filesystem; smallest supported direct route; Effect staging removes Node writer's unsafe destination mutation","exact Node binary with LIEF per target; post-mutation signing may be required","exact builder/base version, target and snapshot/cache restrictions; evidence: Node SEA docs:21-137 and node_sea_bin.cc:380-480 @ b4f23d3; NodeSea.ts:671-728","Reuse Effect Scope for owned handles/children, ChildProcess for selected processes, FileSystem/Path for explicit mutation, Stream only for a real typed event source, Layer for selection and dependency provision, and preserve Cause interruption.","smallest supported direct route; Effect staging removes Node writer's unsafe destination mutation","viable now","Reject if the mechanism cannot preserve direct SEA generation under the authority/lifetime stated in MECHANISM-COVERAGE.csv."
"node-sea","NODE-DIRECT-SEA","B","provider-host sidecars","runtime-hosted-sidecar","single representative family for this candidate","GATE-FAIL: wrapping node --build-sea is merely CLI RPC and a daemon has no reusable engine","not-applicable-after-semantic-gate","not-applicable-after-semantic-gate; selected Node child calls pinned postject API","not-applicable-after-semantic-gate; serializable paths/bytes/options; machine failure envelope","not-applicable-after-semantic-gate; effect-build selects Node/postject/protocol; request selects private candidate/blob","unproven/non-fit; one-shot process can be killed for fault isolation; crash during write yields outcome unknown on private candidate","unproven/non-fit; one-shot process can be killed for fault isolation; crash during write yields outcome unknown on private candidate","unproven/non-fit; private candidate mutation followed by caller validation/publication","bounded effect-build adapter over third-party alpha API; compatibility: Node/postject/capability handshake","not evaluated after semantic gate; owned RPC plus filesystem","not evaluated after semantic gate; Node+postject server per platform","bounded negative backed by Node SEA docs:21-137 and node_sea_bin.cc:380-480 @ b4f23d3; NodeSea.ts:671-728","none until semantic gate passes","invalid/non-fit; protocol/cold Node+Wasm/copy/crash states","reject for operation","Reopen only if upstream or a bounded probe supplies a supported faithful runtime-hosted-sidecar surface for direct SEA generation."
"node-sea","NODE-DIRECT-SEA","C","persistent provider sessions","persistent-session","single representative family for this candidate","GATE-FAIL: no reusable provider state to amortize; direct builder is one-shot","not-applicable-after-semantic-gate","not-applicable-after-semantic-gate; not available as a supported provider surface","not-applicable-after-semantic-gate; no supported faithful request/result boundary","not-applicable-after-semantic-gate; would require effect-build to own an unsupported engine/ABI or substitute semantics","unproven/non-fit; unproven","unproven/non-fit; unproven","unproven/non-fit; unproven","postject creates its Wasm module per call and Node SEA exposes no reusable assembly context; compatibility: unsupported coupling","not evaluated after semantic gate; none","not evaluated after semantic gate; would require new native/source distribution","bounded negative backed by Node SEA docs:21-137 and node_sea_bin.cc:380-480 @ b4f23d3; NodeSea.ts:671-728","none until semantic gate passes","invalid/non-fit; adds stale handles/backpressure/restart/idle memory without semantic gain","reject for operation","Reopen only if upstream or a bounded probe supplies a supported faithful persistent-session surface for direct SEA generation."
"node-sea","NODE-DIRECT-SEA","D","embedded/native/WASM engines","official-language-library","single representative family for this candidate","GATE-FAIL: cannot assemble/inject SEA through an official language library","not-applicable-after-semantic-gate","not-applicable-after-semantic-gate; not available as a supported provider surface","not-applicable-after-semantic-gate; no supported faithful request/result boundary","not-applicable-after-semantic-gate; would require effect-build to own an unsupported engine/ABI or substitute semantics","unproven/non-fit; unproven","unproven/non-fit; unproven","unproven/non-fit; unproven","no supported official Node SEA library API found at v26.7.0; public C++ embedder is a distinct runtime product; compatibility: unsupported coupling","not evaluated after semantic gate; none","not evaluated after semantic gate; would require new native/source distribution","bounded negative backed by Node SEA docs:21-137 and node_sea_bin.cc:380-480 @ b4f23d3; NodeSea.ts:671-728","none until semantic gate passes","invalid/non-fit; would require Node internal linkage or another injector","reject for operation","Reopen only if upstream or a bounded probe supplies a supported faithful official-language-library surface for direct SEA generation."
"node-sea","NODE-DIRECT-SEA","E","inverted/declarative integration","declarative-artifact","adjunct only; requires a selected primary route","adjunct-only-not-standalone: required declarative adjunct to selected Node, postject injection, and the final node:sea runtime","medium-base-selected-builder-companion-selected; config explicitly binds main/base/output/options/assets; resource name/fuse bind legacy injection and runtime","not an executor; distribution: ordinary config/blob plus exact Node/base; platform signing after mutation","not an executor; retained inputs: retains native fields; unknown config fields currently ignored","config explicitly binds main/base/output/options/assets; resource name/fuse bind legacy injection and runtime","consumed by primary route; one-shot config/private blob; durable final executable/resource","not a standalone session; one-shot config/private blob; durable final executable/resource","private blob and durable runtime resource; final publication remains caller-owned","documented Stability-1.1 config/blob/runtime layout; blob encoding itself is not versioned portable schema; compatibility: exact Node version/target/fuse; snapshot/cache host restrictions","filesystem JSON and binary resource handoff; reduces argv field explosion but requires exact identity/validation","ordinary config/blob plus exact Node/base; platform signing after mutation","observe artifact and selected primary route; exact Node version/target/fuse; snapshot/cache host restrictions","Reuse Effect Scope for owned handles/children, ChildProcess for selected processes, FileSystem/Path for explicit mutation, Stream only for a real typed event source, Layer for selection and dependency provision, and preserve Cause interruption.","reduces argv field explosion but requires exact identity/validation","viable now as an adjunct to the selected primary route; adjunct only","Reject as a standalone candidate; retain only as an adjunct to the explicitly selected primary route for direct SEA generation."
"node-sea","NODE-DIRECT-SEA","F","operation-specific portfolio","selected-command+declarative-artifact","selected command consumes the documented config artifact","selected-command:faithful in declared domain: preferred direct and legacy-blob mechanism; operation status: CAN-NODE-001 frozen for 0.4 | declarative-artifact:adjunct-only-not-standalone: required declarative adjunct to selected Node, postject injection, and the final node:sea runtime","selected-command:explicit selected builder/base/cwd/config/target; current effect-build intentionally uses same selected path for builder and base | declarative-artifact:medium-base-selected-builder-companion-selected; config explicitly binds main/base/output/options/assets; resource name/fuse bind legacy injection and runtime","selected-command:selected exact Node child running native LIEF builder/blob generator; distribution: exact Node binary with LIEF per target; post-mutation signing may be required | declarative-artifact:not an executor; distribution: ordinary config/blob plus exact Node/base; platform signing after mutation","selected-command:native main/assets/snapshot/cache/args fields; terminal failures are not typed; one-shot scoped child; provider directly truncates/writes private candidate | declarative-artifact:not an executor; retained inputs: retains native fields; unknown config fields currently ignored","selected-command:explicit selected builder/base/cwd/config/target; current effect-build intentionally uses same selected path for builder and base | declarative-artifact:config explicitly binds main/base/output/options/assets; resource name/fuse bind legacy injection and runtime","selected-command:one-shot scoped child; provider directly truncates/writes private candidate | declarative-artifact:consumed by primary route; one-shot config/private blob; durable final executable/resource","selected-command:one-shot scoped child; provider directly truncates/writes private candidate; state cost: smallest supported direct route; Effect staging removes Node writer's unsafe destination mutation | declarative-artifact:not a standalone session; one-shot config/private blob; durable final executable/resource","selected-command:private blob or executable; effect-build validates and atomically publishes final candidate | declarative-artifact:private blob and durable runtime resource; final publication remains caller-owned","selected-command:documented public experimental Node 26.7.0 SEA surface, Stability 1.1, MIT; compatibility: exact builder/base version, target and snapshot/cache restrictions; support verdict: viable now | declarative-artifact:documented Stability-1.1 config/blob/runtime layout; blob encoding itself is not versioned portable schema; compatibility: exact Node version/target/fuse; snapshot/cache host restrictions","selected-command:argv, JSON config, terminal streams, filesystem; smallest supported direct route; Effect staging removes Node writer's unsafe destination mutation | declarative-artifact:filesystem JSON and binary resource handoff; reduces argv field explosion but requires exact identity/validation","selected-command:exact Node binary with LIEF per target; post-mutation signing may be required | declarative-artifact:ordinary config/blob plus exact Node/base; platform signing after mutation","selected-command:exact builder/base version, target and snapshot/cache restrictions; evidence: Node SEA docs:21-137 and node_sea_bin.cc:380-480 @ b4f23d3; NodeSea.ts:671-728 | declarative-artifact:observe artifact and selected primary route; exact Node version/target/fuse; snapshot/cache host restrictions","Reuse Effect Scope for owned handles/children, ChildProcess for selected processes, FileSystem/Path for explicit mutation, Stream only for a real typed event source, Layer for selection and dependency provision, and preserve Cause interruption.","selected-command:smallest supported direct route; Effect staging removes Node writer's unsafe destination mutation | declarative-artifact:reduces argv field explosion but requires exact identity/validation","selected exact Node --build-sea with private candidate and atomic publication","Reject this portfolio if any selected route cannot preserve direct SEA generation under its authority/lifetime record, or if one supported route preserves all required semantics with fewer total states."
"node-sea","NODE-LEGACY-BLOB","A","current operation-specific hybrid","selected-command","single representative family for this candidate","faithful in declared domain: preferred direct and legacy-blob mechanism; operation status: documented verification flow; not frozen","explicit selected builder/base/cwd/config/target; current effect-build intentionally uses same selected path for builder and base","selected exact Node child running native LIEF builder/blob generator; distribution: exact Node binary with LIEF per target; post-mutation signing may be required","native main/assets/snapshot/cache/args fields; terminal failures are not typed; one-shot scoped child; provider directly truncates/writes private candidate","explicit selected builder/base/cwd/config/target; current effect-build intentionally uses same selected path for builder and base","one-shot scoped child; provider directly truncates/writes private candidate","one-shot scoped child; provider directly truncates/writes private candidate; state cost: smallest supported direct route; Effect staging removes Node writer's unsafe destination mutation","private blob or executable; effect-build validates and atomically publishes final candidate","documented public experimental Node 26.7.0 SEA surface, Stability 1.1, MIT; compatibility: exact builder/base version, target and snapshot/cache restrictions; support verdict: viable now","argv, JSON config, terminal streams, filesystem; smallest supported direct route; Effect staging removes Node writer's unsafe destination mutation","exact Node binary with LIEF per target; post-mutation signing may be required","exact builder/base version, target and snapshot/cache restrictions; evidence: Node SEA docs:495-625 @ b4f23d3","Reuse Effect Scope for owned handles/children, ChildProcess for selected processes, FileSystem/Path for explicit mutation, Stream only for a real typed event source, Layer for selection and dependency provision, and preserve Cause interruption.","smallest supported direct route; Effect staging removes Node writer's unsafe destination mutation","viable now","Reject if the mechanism cannot preserve legacy preparation-blob generation under the authority/lifetime stated in MECHANISM-COVERAGE.csv."
"node-sea","NODE-LEGACY-BLOB","B","provider-host sidecars","runtime-hosted-sidecar","single representative family for this candidate","GATE-FAIL: wrapping node --build-sea is merely CLI RPC and a daemon has no reusable engine","not-applicable-after-semantic-gate","not-applicable-after-semantic-gate; selected Node child calls pinned postject API","not-applicable-after-semantic-gate; serializable paths/bytes/options; machine failure envelope","not-applicable-after-semantic-gate; effect-build selects Node/postject/protocol; request selects private candidate/blob","unproven/non-fit; one-shot process can be killed for fault isolation; crash during write yields outcome unknown on private candidate","unproven/non-fit; one-shot process can be killed for fault isolation; crash during write yields outcome unknown on private candidate","unproven/non-fit; private candidate mutation followed by caller validation/publication","bounded effect-build adapter over third-party alpha API; compatibility: Node/postject/capability handshake","not evaluated after semantic gate; owned RPC plus filesystem","not evaluated after semantic gate; Node+postject server per platform","bounded negative backed by Node SEA docs:495-625 @ b4f23d3","none until semantic gate passes","invalid/non-fit; protocol/cold Node+Wasm/copy/crash states","reject for operation","Reopen only if upstream or a bounded probe supplies a supported faithful runtime-hosted-sidecar surface for legacy preparation-blob generation."
"node-sea","NODE-LEGACY-BLOB","C","persistent provider sessions","persistent-session","single representative family for this candidate","GATE-FAIL: no reusable provider state to amortize; direct builder is one-shot","not-applicable-after-semantic-gate","not-applicable-after-semantic-gate; not available as a supported provider surface","not-applicable-after-semantic-gate; no supported faithful request/result boundary","not-applicable-after-semantic-gate; would require effect-build to own an unsupported engine/ABI or substitute semantics","unproven/non-fit; unproven","unproven/non-fit; unproven","unproven/non-fit; unproven","postject creates its Wasm module per call and Node SEA exposes no reusable assembly context; compatibility: unsupported coupling","not evaluated after semantic gate; none","not evaluated after semantic gate; would require new native/source distribution","bounded negative backed by Node SEA docs:495-625 @ b4f23d3","none until semantic gate passes","invalid/non-fit; adds stale handles/backpressure/restart/idle memory without semantic gain","reject for operation","Reopen only if upstream or a bounded probe supplies a supported faithful persistent-session surface for legacy preparation-blob generation."
"node-sea","NODE-LEGACY-BLOB","D","embedded/native/WASM engines","official-language-library","single representative family for this candidate","GATE-FAIL: cannot assemble/inject SEA through an official language library","not-applicable-after-semantic-gate","not-applicable-after-semantic-gate; not available as a supported provider surface","not-applicable-after-semantic-gate; no supported faithful request/result boundary","not-applicable-after-semantic-gate; would require effect-build to own an unsupported engine/ABI or substitute semantics","unproven/non-fit; unproven","unproven/non-fit; unproven","unproven/non-fit; unproven","no supported official Node SEA library API found at v26.7.0; public C++ embedder is a distinct runtime product; compatibility: unsupported coupling","not evaluated after semantic gate; none","not evaluated after semantic gate; would require new native/source distribution","bounded negative backed by Node SEA docs:495-625 @ b4f23d3","none until semantic gate passes","invalid/non-fit; would require Node internal linkage or another injector","reject for operation","Reopen only if upstream or a bounded probe supplies a supported faithful official-language-library surface for legacy preparation-blob generation."
"node-sea","NODE-LEGACY-BLOB","E","inverted/declarative integration","declarative-artifact","adjunct only; requires a selected primary route","adjunct-only-not-standalone: required declarative adjunct to selected Node, postject injection, and the final node:sea runtime","low-artifact-does-not-select-builder-or-runtime; config explicitly binds main/base/output/options/assets; resource name/fuse bind legacy injection and runtime","not an executor; distribution: ordinary config/blob plus exact Node/base; platform signing after mutation","not an executor; retained inputs: retains native fields; unknown config fields currently ignored","config explicitly binds main/base/output/options/assets; resource name/fuse bind legacy injection and runtime","consumed by primary route; one-shot config/private blob; durable final executable/resource","not a standalone session; one-shot config/private blob; durable final executable/resource","private blob and durable runtime resource; final publication remains caller-owned","documented Stability-1.1 config/blob/runtime layout; blob encoding itself is not versioned portable schema; compatibility: exact Node version/target/fuse; snapshot/cache host restrictions","filesystem JSON and binary resource handoff; reduces argv field explosion but requires exact identity/validation","ordinary config/blob plus exact Node/base; platform signing after mutation","observe artifact and selected primary route; exact Node version/target/fuse; snapshot/cache host restrictions","Reuse Effect Scope for owned handles/children, ChildProcess for selected processes, FileSystem/Path for explicit mutation, Stream only for a real typed event source, Layer for selection and dependency provision, and preserve Cause interruption.","reduces argv field explosion but requires exact identity/validation","viable now as an adjunct to the selected primary route; adjunct only","Reject as a standalone candidate; retain only as an adjunct to the explicitly selected primary route for legacy preparation-blob generation."
"node-sea","NODE-LEGACY-BLOB","F","operation-specific portfolio","selected-command+declarative-artifact","selected command produces an exact-version private blob artifact","selected-command:faithful in declared domain: preferred direct and legacy-blob mechanism; operation status: documented verification flow; not frozen | declarative-artifact:adjunct-only-not-standalone: required declarative adjunct to selected Node, postject injection, and the final node:sea runtime","selected-command:explicit selected builder/base/cwd/config/target; current effect-build intentionally uses same selected path for builder and base | declarative-artifact:low-artifact-does-not-select-builder-or-runtime; config explicitly binds main/base/output/options/assets; resource name/fuse bind legacy injection and runtime","selected-command:selected exact Node child running native LIEF builder/blob generator; distribution: exact Node binary with LIEF per target; post-mutation signing may be required | declarative-artifact:not an executor; distribution: ordinary config/blob plus exact Node/base; platform signing after mutation","selected-command:native main/assets/snapshot/cache/args fields; terminal failures are not typed; one-shot scoped child; provider directly truncates/writes private candidate | declarative-artifact:not an executor; retained inputs: retains native fields; unknown config fields currently ignored","selected-command:explicit selected builder/base/cwd/config/target; current effect-build intentionally uses same selected path for builder and base | declarative-artifact:config explicitly binds main/base/output/options/assets; resource name/fuse bind legacy injection and runtime","selected-command:one-shot scoped child; provider directly truncates/writes private candidate | declarative-artifact:consumed by primary route; one-shot config/private blob; durable final executable/resource","selected-command:one-shot scoped child; provider directly truncates/writes private candidate; state cost: smallest supported direct route; Effect staging removes Node writer's unsafe destination mutation | declarative-artifact:not a standalone session; one-shot config/private blob; durable final executable/resource","selected-command:private blob or executable; effect-build validates and atomically publishes final candidate | declarative-artifact:private blob and durable runtime resource; final publication remains caller-owned","selected-command:documented public experimental Node 26.7.0 SEA surface, Stability 1.1, MIT; compatibility: exact builder/base version, target and snapshot/cache restrictions; support verdict: viable now | declarative-artifact:documented Stability-1.1 config/blob/runtime layout; blob encoding itself is not versioned portable schema; compatibility: exact Node version/target/fuse; snapshot/cache host restrictions","selected-command:argv, JSON config, terminal streams, filesystem; smallest supported direct route; Effect staging removes Node writer's unsafe destination mutation | declarative-artifact:filesystem JSON and binary resource handoff; reduces argv field explosion but requires exact identity/validation","selected-command:exact Node binary with LIEF per target; post-mutation signing may be required | declarative-artifact:ordinary config/blob plus exact Node/base; platform signing after mutation","selected-command:exact builder/base version, target and snapshot/cache restrictions; evidence: Node SEA docs:495-625 @ b4f23d3 | declarative-artifact:observe artifact and selected primary route; exact Node version/target/fuse; snapshot/cache host restrictions","Reuse Effect Scope for owned handles/children, ChildProcess for selected processes, FileSystem/Path for explicit mutation, Stream only for a real typed event source, Layer for selection and dependency provision, and preserve Cause interruption.","selected-command:smallest supported direct route; Effect staging removes Node writer's unsafe destination mutation | declarative-artifact:reduces argv field explosion but requires exact identity/validation","selected exact Node command; blob remains exact-version private artifact","Reject this portfolio if any selected route cannot preserve legacy preparation-blob generation under its authority/lifetime record, or if one supported route preserves all required semantics with fewer total states."
"node-sea","NODE-LEGACY-INJECT","A","current operation-specific hybrid","direct-host-api","single representative family for this candidate","GATE-FAIL: no supported JS assembly function exists","not-applicable-after-semantic-gate","not-applicable-after-semantic-gate; inside produced SEA artifact at runtime","not-applicable-after-semantic-gate; asset keys/bytes/borrowed raw asset memory","not-applicable-after-semantic-gate; built artifact/base determines runtime","unproven/non-fit; artifact process lifetime; required operation law: one injection attempt against a private candidate; the boundary must state whether work is non-cancellable in-process or kill-isolated with outcome-unknown mutation","unproven/non-fit; artifact process lifetime","unproven/non-fit; copies/blobs or borrowed executable memory; required operation ownership: provider-direct in-place mutation; caller must validate before publication","documented public experimental Node 26.7.0 runtime API, Stability 1.1, MIT; compatibility: Node SEA runtime contract","not evaluated after semantic gate; direct built-in calls","not evaluated after semantic gate; inside exact SEA runtime","bounded negative backed by nodejs/postject api.js:1-163 @ 3c4f208 and Node SEA docs","none until semantic gate passes","invalid/non-fit; no build adapter impact","reject for operation","Reopen only if upstream or a bounded probe supplies a supported faithful direct-host-api surface for inject a legacy preparation blob."
"node-sea","NODE-LEGACY-INJECT","B","provider-host sidecars","runtime-hosted-sidecar","single representative family for this candidate","faithful in declared domain: only when orchestrator host cannot load postject or kill isolation is required; operation status: not frozen","effect-build selects Node/postject/protocol; request selects private candidate/blob","selected Node child calls pinned postject API; distribution: Node+postject server per platform","serializable paths/bytes/options; machine failure envelope; one-shot process can be killed for fault isolation; crash during write yields outcome unknown on private candidate","effect-build selects Node/postject/protocol; request selects private candidate/blob","one-shot process can be killed for fault isolation; crash during write yields outcome unknown on private candidate; required operation law: one injection attempt against a private candidate; the boundary must state whether work is non-cancellable in-process or kill-isolated with outcome-unknown mutation","one-shot process can be killed for fault isolation; crash during write yields outcome unknown on private candidate; state cost: protocol/cold Node+Wasm/copy/crash states","private candidate mutation followed by caller validation/publication; required operation ownership: provider-direct in-place mutation; caller must validate before publication","bounded effect-build adapter over third-party alpha API; compatibility: Node/postject/capability handshake; support verdict: viable bounded adapter for legacy injection only","owned RPC plus filesystem; protocol/cold Node+Wasm/copy/crash states","Node+postject server per platform","Node/postject/capability handshake; evidence: nodejs/postject api.js:1-163 @ 3c4f208 and Node SEA docs","Reuse Effect Scope for owned handles/children, ChildProcess for selected processes, FileSystem/Path for explicit mutation, Stream only for a real typed event source, Layer for selection and dependency provision, and preserve Cause interruption.","protocol/cold Node+Wasm/copy/crash states","viable bounded adapter for legacy injection only","Reject if the mechanism cannot preserve inject a legacy preparation blob under the authority/lifetime stated in MECHANISM-COVERAGE.csv."
"node-sea","NODE-LEGACY-INJECT","C","persistent provider sessions","persistent-session","single representative family for this candidate","GATE-FAIL: no reusable provider state to amortize; direct builder is one-shot","not-applicable-after-semantic-gate","not-applicable-after-semantic-gate; not available as a supported provider surface","not-applicable-after-semantic-gate; no supported faithful request/result boundary","not-applicable-after-semantic-gate; would require effect-build to own an unsupported engine/ABI or substitute semantics","unproven/non-fit; unproven; required operation law: one injection attempt against a private candidate; the boundary must state whether work is non-cancellable in-process or kill-isolated with outcome-unknown mutation","unproven/non-fit; unproven","unproven/non-fit; unproven; required operation ownership: provider-direct in-place mutation; caller must validate before publication","postject creates its Wasm module per call and Node SEA exposes no reusable assembly context; compatibility: unsupported coupling","not evaluated after semantic gate; none","not evaluated after semantic gate; would require new native/source distribution","bounded negative backed by nodejs/postject api.js:1-163 @ 3c4f208 and Node SEA docs","none until semantic gate passes","invalid/non-fit; adds stale handles/backpressure/restart/idle memory without semantic gain","reject for operation","Reopen only if upstream or a bounded probe supplies a supported faithful persistent-session surface for inject a legacy preparation blob."
"node-sea","NODE-LEGACY-INJECT","D","embedded/native/WASM engines","native-bridge","single representative family for this candidate","faithful in declared domain: genuine programmatic legacy injection; operation status: not frozen","package selects injector/LIEF independently; caller selects base/blob/resource/fuse","same Node isolate plus bundled LIEF/Emscripten Wasm; distribution: Node package/Wasm; independently certify every format/Node/LIEF combination","Buffer blob and options; structured Error only, no AbortSignal; one-shot Promise; interruption cannot stop Wasm or later write","package selects injector/LIEF independently; caller selects base/blob/resource/fuse","one-shot Promise; interruption cannot stop Wasm or later write; required operation law: one injection attempt against a private candidate; the boundary must state whether work is non-cancellable in-process or kill-isolated with outcome-unknown mutation","one-shot Promise; interruption cannot stop Wasm or later write; state cost: adds injector/version/LIEF/mutation axis","whole executable rebuilt and mutated in place; copies across JS/C++/Wasm; required operation ownership: provider-direct in-place mutation; caller must validate before publication","supported external nodejs/postject 1.0.0-alpha.6, MIT; LIEF Apache-2.0; prerelease/no declarations; compatibility: alpha API and Node SEA resource/fuse; postject LIEF 0.13 differs from Node 26.7 LIEF 0.17; support verdict: viable with bounded package-private adapter only if legacy injection is required","direct JS/Wasm calls and filesystem paths; adds injector/version/LIEF/mutation axis","Node package/Wasm; independently certify every format/Node/LIEF combination","alpha API and Node SEA resource/fuse; postject LIEF 0.13 differs from Node 26.7 LIEF 0.17; evidence: nodejs/postject api.js:1-163 @ 3c4f208 and Node SEA docs","Reuse Effect Scope for owned handles/children, ChildProcess for selected processes, FileSystem/Path for explicit mutation, Stream only for a real typed event source, Layer for selection and dependency provision, and preserve Cause interruption.","adds injector/version/LIEF/mutation axis","viable with bounded package-private adapter only if legacy injection is required","Reject if the mechanism cannot preserve inject a legacy preparation blob under the authority/lifetime stated in MECHANISM-COVERAGE.csv."
"node-sea","NODE-LEGACY-INJECT","E","inverted/declarative integration","declarative-artifact","adjunct only; requires a selected primary route","adjunct-only-not-standalone: required declarative adjunct to selected Node, postject injection, and the final node:sea runtime","low-artifact-does-not-select-builder-or-runtime; config explicitly binds main/base/output/options/assets; resource name/fuse bind legacy injection and runtime","not an executor; distribution: ordinary config/blob plus exact Node/base; platform signing after mutation","not an executor; retained inputs: retains native fields; unknown config fields currently ignored","config explicitly binds main/base/output/options/assets; resource name/fuse bind legacy injection and runtime","consumed by primary route; one-shot config/private blob; durable final executable/resource; required operation law: one injection attempt against a private candidate; the boundary must state whether work is non-cancellable in-process or kill-isolated with outcome-unknown mutation","not a standalone session; one-shot config/private blob; durable final executable/resource","private blob and durable runtime resource; final publication remains caller-owned; required operation ownership: provider-direct in-place mutation; caller must validate before publication","documented Stability-1.1 config/blob/runtime layout; blob encoding itself is not versioned portable schema; compatibility: exact Node version/target/fuse; snapshot/cache host restrictions","filesystem JSON and binary resource handoff; reduces argv field explosion but requires exact identity/validation","ordinary config/blob plus exact Node/base; platform signing after mutation","observe artifact and selected primary route; exact Node version/target/fuse; snapshot/cache host restrictions","Reuse Effect Scope for owned handles/children, ChildProcess for selected processes, FileSystem/Path for explicit mutation, Stream only for a real typed event source, Layer for selection and dependency provision, and preserve Cause interruption.","reduces argv field explosion but requires exact identity/validation","viable now as an adjunct to the selected primary route; adjunct only","Reject as a standalone candidate; retain only as an adjunct to the explicitly selected primary route for inject a legacy preparation blob."
