source_artifact,source_id,source_kind,mapped_to,mapping,note
r2/esbuild @ c75e91b945b2,CLM-070,result-field,SC-E-22,adopted,
r2/esbuild @ c75e91b945b2,CLM-071,result-field,SC-E-26,adopted,
r2/esbuild @ c75e91b945b2,CLM-072,result-field,SC-E-26,adopted,
r2/esbuild @ c75e91b945b2,CLM-073,result-field,CO-ESB-04,adopted,
r2/esbuild @ c75e91b945b2,CLM-074,result-field,CO-ESB-15;CO-ESB-16,adopted,
r2/esbuild @ c75e91b945b2,CLM-075,relation,SC-E-35,adopted,
r2/esbuild @ c75e91b945b2,CLM-076,relation,SC-E-35,adopted,
r2/esbuild @ c75e91b945b2,CLM-077,relation,SC-E-35,adopted,
r2/esbuild @ c75e91b945b2,CLM-078,relation,SC-E-36,adopted,
r2/esbuild @ c75e91b945b2,CLM-079,relation,SC-E-37,adopted,
r2/esbuild @ c75e91b945b2,CLM-080,relation,SC-E-38,adopted,
r2/esbuild @ c75e91b945b2,CLM-081,relation,SC-E-44,adopted,
r2/esbuild @ c75e91b945b2,CLM-082,relation,SC-E-42,adopted,
r2/esbuild @ c75e91b945b2,CLM-083,relation,SC-E-39,adopted,
r2/esbuild @ c75e91b945b2,CLM-084,relation,SC-E-40,adopted,
r2/esbuild @ c75e91b945b2,CLM-085,relation,SC-E-41,adopted,
r2/esbuild @ c75e91b945b2,CLM-086,relation,SC-E-35,adopted,
r2/esbuild @ c75e91b945b2,CLM-087,runtime-capability,RC-ESB-01,adopted,
r2/esbuild @ c75e91b945b2,CLM-088,runtime-capability,SC-E-47,adopted,
r2/esbuild @ c75e91b945b2,CLM-089,runtime-capability,EC-ESB-CLI-EXEC,adopted,
r2/esbuild @ c75e91b945b2,CLM-090,post-production-mutation,SC-E-41,adopted,
r2/esbuild @ c75e91b945b2,CLM-091,post-production-mutation,SC-E-31,adopted,
r2/esbuild @ c75e91b945b2,CLM-092,external-platform-primitive,SC-E-38,adopted,
r2/esbuild @ c75e91b945b2,CLM-093,external-platform-primitive,SC-E-44,adopted,
r2/esbuild @ c75e91b945b2,CLM-094,external-platform-primitive,SC-E-44,adopted,
r2/esbuild @ c75e91b945b2,CLM-095,external-platform-primitive,SC-E-43,adopted,
r2/esbuild @ c75e91b945b2,CLM-096,external-platform-primitive,SC-E-43,adopted,
r2/esbuild @ c75e91b945b2,CLM-097,external-platform-primitive,SC-E-45,adopted,
r2/esbuild @ c75e91b945b2,CLM-098,external-platform-primitive,SC-E-44,adopted,
r2/esbuild @ c75e91b945b2,CLM-099,external-platform-primitive,SC-E-35,adopted,
r2/esbuild @ c75e91b945b2,CLM-100,external-platform-primitive,SC-E-35,adopted,
r2/esbuild @ c75e91b945b2,CLM-101,external-platform-primitive,SC-E-44,adopted,
r2/esbuild @ c75e91b945b2,CLM-102,portable-role,SC-E-53,adopted,
r2/esbuild @ c75e91b945b2,CLM-103,portable-role,SC-E-53,adopted,
r2/esbuild @ c75e91b945b2,CLM-104,portable-role,SC-E-53,adopted,
r2/esbuild @ c75e91b945b2,CLM-105,architecture-law,SC-E-48,adopted,
r2/esbuild @ c75e91b945b2,CLM-106,architecture-law,SC-E-48,adopted,
r2/esbuild @ c75e91b945b2,CLM-107,architecture-law,SC-E-49,adopted,
r2/esbuild @ c75e91b945b2,CLM-108,architecture-law,CO-ESB-11,adopted,
r2/esbuild @ c75e91b945b2,CLM-109,architecture-law,SC-E-24,adopted,
r2/esbuild @ c75e91b945b2,CLM-110,architecture-law,SC-E-20,adopted,
r2/esbuild @ c75e91b945b2,CLM-111,architecture-law,SC-E-23,adopted,
r2/esbuild @ c75e91b945b2,CLM-112,architecture-law,SC-E-25,adopted,
r2/esbuild @ c75e91b945b2,CLM-113,architecture-law,SC-E-50,adopted,
r2/esbuild @ c75e91b945b2,CLM-114,architecture-law,SC-E-51,adopted,
r2/esbuild @ c75e91b945b2,CLM-115,architecture-law,SC-E-52,adopted,
r2/esbuild @ c75e91b945b2,CLM-116,architecture-law,CO-ESB-06,adopted,
r2/esbuild @ c75e91b945b2,CLM-117,architecture-law,SC-E-37,adopted,
r2/esbuild @ c75e91b945b2,CLM-118,architecture-law,CO-ESB-18,adopted,
r2/esbuild @ c75e91b945b2,CLM-119,architecture-law,SC-E-31,adopted,
r2/esbuild @ c75e91b945b2,EV-ESB-001,evidence-coordinate,EC-ESB-PKG,evidence-grouped,
r2/esbuild @ c75e91b945b2,EV-ESB-002,evidence-coordinate,EC-ESB-SRC,evidence-grouped,
r2/esbuild @ c75e91b945b2,EV-ESB-003,evidence-coordinate,EC-ESB-SRC,evidence-grouped,
r2/esbuild @ c75e91b945b2,EV-ESB-004,evidence-coordinate,EC-ESB-PKG,evidence-grouped,
r2/esbuild @ c75e91b945b2,EV-ESB-005,evidence-coordinate,EC-ESB-PKG,evidence-grouped,
r2/esbuild @ c75e91b945b2,EV-ESB-006,evidence-coordinate,EC-ESB-PKG,evidence-grouped,
r2/esbuild @ c75e91b945b2,EV-ESB-007,evidence-coordinate,EC-ESB-PKG,evidence-grouped,
r2/esbuild @ c75e91b945b2,EV-ESB-008,evidence-coordinate,EC-ESB-PKG,evidence-grouped,
r2/esbuild @ c75e91b945b2,EV-ESB-009,evidence-coordinate,EC-ESB-SRC,evidence-grouped,
r2/esbuild @ c75e91b945b2,EV-ESB-010,evidence-coordinate,EC-ESB-SRC,evidence-grouped,
r2/esbuild @ c75e91b945b2,EV-ESB-011,evidence-coordinate,EC-ESB-SRC,evidence-grouped,
r2/esbuild @ c75e91b945b2,EV-ESB-012,evidence-coordinate,EC-ESB-SRC,evidence-grouped,
r2/esbuild @ c75e91b945b2,EV-ESB-013,evidence-coordinate,EC-ESB-SRC,evidence-grouped,
r2/esbuild @ c75e91b945b2,EV-ESB-014,evidence-coordinate,EC-ESB-CHANGELOG,evidence-grouped,
r2/esbuild @ c75e91b945b2,EV-ESB-015,evidence-coordinate,EC-ESB-CLI-EXEC,evidence-grouped,
r2/esbuild @ c75e91b945b2,EV-ESB-016,evidence-coordinate,EC-ESB-CLI-EXEC,evidence-grouped,
r2/esbuild @ c75e91b945b2,EV-ESB-017,evidence-coordinate,EC-ESB-CLI-EXEC,evidence-grouped,
r2/esbuild @ c75e91b945b2,EV-ESB-018,evidence-coordinate,EC-ESB-CLI-EXEC,evidence-grouped,
r2/esbuild @ c75e91b945b2,EV-ESB-019,evidence-coordinate,EC-CM-19,evidence-grouped,
r2/esbuild @ c75e91b945b2,EV-ESB-020,evidence-coordinate,SC-E-40,evidence-grouped,
r2/esbuild @ c75e91b945b2,EV-ESB-021,evidence-coordinate,EC-ESB-RECEIPT,evidence-grouped,
r2/esbuild @ c75e91b945b2,EV-ESB-022,evidence-coordinate,EC-ESB-RECEIPT,evidence-grouped,
r2/esbuild @ c75e91b945b2,EV-ESB-023,evidence-coordinate,EC-ESB-RECEIPT,evidence-grouped,
r2/esbuild @ c75e91b945b2,EV-ESB-024,evidence-coordinate,EC-ESB-CLI-EXEC,evidence-grouped,
r2/esbuild @ c75e91b945b2,EV-ESB-025,evidence-coordinate,PROVENANCE (environment limitation note),evidence-grouped,
r2/node-sea @ 0274c35c9a5a,NODE-SEA-DIRECT,operation,CO-SEA-01,adopted-with-correction,identity_owner recorded as product-wrapper; provider_publication provider-direct underneath (MSD-03)
r2/node-sea @ 0274c35c9a5a,NODE-SEA-LEGACY-BLOB,operation,CO-SEA-02,adopted-with-correction,identity_owner recorded as product-wrapper; provider_publication provider-direct underneath (MSD-03)
r2/node-sea @ 0274c35c9a5a,NODE-SEA-LEGACY-INJECT,operation,CO-SEA-03,adopted-with-correction,identity_owner recorded as product-wrapper; provider_publication provider-direct underneath (MSD-03)
r2/node-sea @ 0274c35c9a5a,AC-OP-001,operation,CO-SEA-01,adopted,
r2/node-sea @ 0274c35c9a5a,AC-OP-002,operation,CO-SEA-02,adopted,
r2/node-sea @ 0274c35c9a5a,AC-OP-003,operation,CO-SEA-03,adopted,
r2/node-sea @ 0274c35c9a5a,AC-RM-001,request mode,SC-S-04,adopted,
r2/node-sea @ 0274c35c9a5a,AC-RM-002,request mode,SC-S-05,adopted,
r2/node-sea @ 0274c35c9a5a,AC-RM-003,request mode,SC-S-05,adopted,
r2/node-sea @ 0274c35c9a5a,AC-RM-004,request mode,CO-SEA-01;SC-S-16,adopted,
r2/node-sea @ 0274c35c9a5a,AC-RM-005,request mode,CO-SEA-01;SC-S-16,adopted,
r2/node-sea @ 0274c35c9a5a,AC-RM-006,request mode,SC-S-16,adopted,
r2/node-sea @ 0274c35c9a5a,AC-RM-007,request mode,SC-S-06,adopted,
r2/node-sea @ 0274c35c9a5a,AC-RM-008,request mode,SC-S-07,adopted,
r2/node-sea @ 0274c35c9a5a,AC-RM-009,request mode,SC-S-08,adopted,
r2/node-sea @ 0274c35c9a5a,AC-RM-010,request mode,SC-S-09,adopted,
r2/node-sea @ 0274c35c9a5a,AC-RM-011,request mode,SC-S-09,adopted,
r2/node-sea @ 0274c35c9a5a,AC-RM-012,request mode,SC-S-09,adopted,
r2/node-sea @ 0274c35c9a5a,AC-RM-013,request mode,SC-S-09,adopted,
r2/node-sea @ 0274c35c9a5a,AC-RM-014,request mode,SC-S-11,adopted,
r2/node-sea @ 0274c35c9a5a,AC-RM-015,request mode,CO-SEA-02;CO-SEA-03,adopted,
r2/node-sea @ 0274c35c9a5a,AC-MOD-001,modifier,SC-S-10,adopted,
r2/node-sea @ 0274c35c9a5a,AC-MOD-002,modifier,SC-S-32,adopted,
r2/node-sea @ 0274c35c9a5a,AC-MOD-003,modifier,SC-S-30,adopted,
r2/node-sea @ 0274c35c9a5a,AC-RES-001,result field,SC-S-12,adopted,
r2/node-sea @ 0274c35c9a5a,AC-RES-002,result field,SC-S-12,adopted,
r2/node-sea @ 0274c35c9a5a,AC-RES-003,result field,SC-S-12,adopted,
r2/node-sea @ 0274c35c9a5a,AC-RES-004,result field,SC-S-12,adopted,
r2/node-sea @ 0274c35c9a5a,AC-RES-005,result field,SC-S-12,adopted,
r2/node-sea @ 0274c35c9a5a,AC-RES-006,result field,SC-S-12,adopted,
r2/node-sea @ 0274c35c9a5a,AC-RES-007,result field,SC-S-12,adopted,
r2/node-sea @ 0274c35c9a5a,AC-SUB-001,sub-operation,SC-S-13,adopted,
r2/node-sea @ 0274c35c9a5a,AC-SUB-002,sub-operation,SC-S-13,adopted,
r2/node-sea @ 0274c35c9a5a,AC-SUB-003,sub-operation,SC-S-14,adopted,
r2/node-sea @ 0274c35c9a5a,AC-SUB-004,sub-operation,SC-S-14,adopted,
r2/node-sea @ 0274c35c9a5a,AC-SUB-005,sub-operation,SC-S-15,adopted,
r2/node-sea @ 0274c35c9a5a,AC-SUB-006,sub-operation,SC-S-14,adopted,
r2/node-sea @ 0274c35c9a5a,AC-SUB-007,sub-operation,SC-S-28,adopted,
r2/node-sea @ 0274c35c9a5a,AC-SUB-008,sub-operation,SC-S-30,adopted,
r2/node-sea @ 0274c35c9a5a,AC-SUB-009,sub-operation,SC-S-30,adopted,
r2/node-sea @ 0274c35c9a5a,AC-SUB-010,sub-operation,SC-S-30,adopted,
r2/node-sea @ 0274c35c9a5a,AC-SUB-011,sub-operation,SC-S-30,adopted,
r2/node-sea @ 0274c35c9a5a,AC-REL-001,relation,SC-S-16,adopted,
r2/node-sea @ 0274c35c9a5a,AC-REL-002,relation,SC-S-16,adopted,
r2/node-sea @ 0274c35c9a5a,AC-REL-003,relation,SC-S-16,adopted,
r2/node-sea @ 0274c35c9a5a,AC-REL-004,relation,SC-S-17,adopted,
r2/node-sea @ 0274c35c9a5a,AC-REL-005,relation,SC-S-17,adopted,
r2/node-sea @ 0274c35c9a5a,AC-REL-006,relation,SC-S-17,adopted,
r2/node-sea @ 0274c35c9a5a,AC-REL-007,relation,SC-S-22,adopted,
r2/node-sea @ 0274c35c9a5a,AC-REL-008,relation,SC-S-13,adopted,
r2/node-sea @ 0274c35c9a5a,AC-REL-009,relation,SC-S-19,adopted,
r2/node-sea @ 0274c35c9a5a,AC-REL-010,relation,SC-S-20,adopted,
r2/node-sea @ 0274c35c9a5a,AC-REL-011,relation,SC-S-19,adopted,
r2/node-sea @ 0274c35c9a5a,AC-REL-012,relation,SC-S-19,adopted,
r2/node-sea @ 0274c35c9a5a,AC-REL-013,relation,SC-S-18,adopted,
r2/node-sea @ 0274c35c9a5a,AC-REL-014,relation,SC-S-18,adopted,
r2/node-sea @ 0274c35c9a5a,AC-REL-015,relation,SC-S-18,adopted,
r2/node-sea @ 0274c35c9a5a,AC-REL-016,relation,SC-S-18,adopted,
r2/node-sea @ 0274c35c9a5a,AC-REL-017,relation,SC-S-06,adopted,
r2/node-sea @ 0274c35c9a5a,AC-REL-018,relation,SC-S-20,adopted,
r2/node-sea @ 0274c35c9a5a,AC-REL-019,relation,SC-S-20,adopted,
r2/node-sea @ 0274c35c9a5a,AC-REL-020,relation,SC-S-21,adopted,
r2/node-sea @ 0274c35c9a5a,AC-RC-001,runtime capability,RC-SEA-01,adopted,
r2/node-sea @ 0274c35c9a5a,AC-RC-002,runtime capability,RC-SEA-02,adopted,
r2/node-sea @ 0274c35c9a5a,AC-RC-003,runtime capability,RC-SEA-03,adopted,
r2/node-sea @ 0274c35c9a5a,AC-RC-004,runtime capability,RC-SEA-04,adopted,
r2/node-sea @ 0274c35c9a5a,AC-RC-005,runtime capability,RC-SEA-04,adopted,
r2/node-sea @ 0274c35c9a5a,AC-RC-006,runtime capability,RC-SEA-05,adopted,
r2/node-sea @ 0274c35c9a5a,AC-RC-007,runtime capability,SC-S-24,adopted,
r2/node-sea @ 0274c35c9a5a,AC-RC-008,runtime capability,SC-S-24,adopted,
r2/node-sea @ 0274c35c9a5a,AC-RC-009,runtime capability,SC-S-24,adopted,
r2/node-sea @ 0274c35c9a5a,AC-RC-010,runtime capability,SC-S-24,adopted,
r2/node-sea @ 0274c35c9a5a,AC-RC-011,runtime capability,SC-S-24,adopted,
r2/node-sea @ 0274c35c9a5a,AC-RC-012,runtime capability,SC-S-24,adopted,
r2/node-sea @ 0274c35c9a5a,AC-PPM-001,post-production mutation,SC-S-25,adopted,
r2/node-sea @ 0274c35c9a5a,AC-PPM-002,post-production mutation,SC-S-25,adopted,
r2/node-sea @ 0274c35c9a5a,AC-PPM-003,post-production mutation,SC-S-26,adopted,
r2/node-sea @ 0274c35c9a5a,AC-PPM-004,post-production mutation,SC-S-27,adopted,
r2/node-sea @ 0274c35c9a5a,AC-PPM-005,post-production mutation,SC-S-27,adopted,
r2/node-sea @ 0274c35c9a5a,AC-PPM-006,post-production mutation,SC-S-27,adopted,
r2/node-sea @ 0274c35c9a5a,AC-PPM-007,post-production mutation,SC-S-27,adopted,
r2/node-sea @ 0274c35c9a5a,AC-EPP-001,external-platform-primitive,SC-S-28,adopted,
r2/node-sea @ 0274c35c9a5a,AC-EPP-002,external-platform-primitive,SC-S-28,adopted,
r2/node-sea @ 0274c35c9a5a,AC-EPP-003,external-platform-primitive,SC-S-28,adopted,
r2/node-sea @ 0274c35c9a5a,AC-EPP-004,external-platform-primitive,SC-S-28,adopted,
r2/node-sea @ 0274c35c9a5a,AC-EPP-005,external-platform-primitive,SC-S-28,adopted,
r2/node-sea @ 0274c35c9a5a,AC-EPP-006,external-platform-primitive,SC-S-28,adopted,
r2/node-sea @ 0274c35c9a5a,AC-ROLE-001,portable-role,SC-S-32,adopted,
r2/node-sea @ 0274c35c9a5a,AC-ROLE-002,portable-role,SC-S-32,adopted,
r2/node-sea @ 0274c35c9a5a,AC-LAW-001,architecture-law,SC-S-29,adopted,
r2/node-sea @ 0274c35c9a5a,AC-LAW-002,architecture-law,SC-S-29,adopted,
r2/node-sea @ 0274c35c9a5a,AC-LAW-003,architecture-law,SC-S-30,adopted,
r2/node-sea @ 0274c35c9a5a,AC-LAW-004,architecture-law,SC-S-30,adopted,
r2/node-sea @ 0274c35c9a5a,AC-LAW-005,architecture-law,SC-S-30,adopted,
r2/node-sea @ 0274c35c9a5a,AC-LAW-006,architecture-law,SC-S-30,adopted,
r2/node-sea @ 0274c35c9a5a,AC-LAW-007,architecture-law,SC-S-30,adopted,
r2/node-sea @ 0274c35c9a5a,AC-LAW-008,architecture-law,SC-S-30,adopted,
r2/node-sea @ 0274c35c9a5a,AC-LAW-009,architecture-law,SC-S-31,adopted,
r2/node-sea @ 0274c35c9a5a,AC-LAW-010,architecture-law,SC-S-31,adopted,
r2/node-sea @ 0274c35c9a5a,AC-LAW-011,architecture-law,SC-S-31,adopted,
r2/node-sea @ 0274c35c9a5a,AC-LAW-012,architecture-law,SC-S-27,adopted,
r2/node-sea @ 0274c35c9a5a,AC-LAW-013,architecture-law,SC-S-31,adopted,
r2/node-sea @ 0274c35c9a5a,E-CORPUS-GOV,evidence-coordinate,corpus governance/lane documents @ immutable base,evidence-grouped,corpus-law input
r2/node-sea @ 0274c35c9a5a,E-CORPUS-DECISIONS,evidence-coordinate,corpus governance/lane documents @ immutable base,evidence-grouped,corpus-law input
r2/node-sea @ 0274c35c9a5a,E-CORPUS-RECON,evidence-coordinate,corpus governance/lane documents @ immutable base,evidence-grouped,corpus-law input
r2/node-sea @ 0274c35c9a5a,E-CORPUS-GATES,evidence-coordinate,corpus governance/lane documents @ immutable base,evidence-grouped,corpus-law input
r2/node-sea @ 0274c35c9a5a,E-CORPUS-PROGRAM,evidence-coordinate,corpus governance/lane documents @ immutable base,evidence-grouped,corpus-law input
r2/node-sea @ 0274c35c9a5a,E-CORPUS-DOSSIER,evidence-coordinate,corpus governance/lane documents @ immutable base,evidence-grouped,corpus-law input
r2/node-sea @ 0274c35c9a5a,E-CORPUS-ADMISS,evidence-coordinate,corpus governance/lane documents @ immutable base,evidence-grouped,corpus-law input
r2/node-sea @ 0274c35c9a5a,E-CORPUS-DOMAIN,evidence-coordinate,corpus governance/lane documents @ immutable base,evidence-grouped,corpus-law input
r2/node-sea @ 0274c35c9a5a,E-CORPUS-LEGAL,evidence-coordinate,corpus governance/lane documents @ immutable base,evidence-grouped,corpus-law input
r2/node-sea @ 0274c35c9a5a,E-CORPUS-IMPORTS,evidence-coordinate,corpus governance/lane documents @ immutable base,evidence-grouped,corpus-law input
r2/node-sea @ 0274c35c9a5a,E-CORPUS-NEGOTIATION,evidence-coordinate,corpus governance/lane documents @ immutable base,evidence-grouped,corpus-law input
r2/node-sea @ 0274c35c9a5a,E-CORPUS-ADVERSARIAL,evidence-coordinate,corpus governance/lane documents @ immutable base,evidence-grouped,corpus-law input
r2/node-sea @ 0274c35c9a5a,E-CORPUS-RECORDED,evidence-coordinate,corpus governance/lane documents @ immutable base,evidence-grouped,corpus-law input
r2/node-sea @ 0274c35c9a5a,E-CORPUS-FALSIFIERS,evidence-coordinate,corpus governance/lane documents @ immutable base,evidence-grouped,corpus-law input
r2/node-sea @ 0274c35c9a5a,E-CORPUS-LIFECYCLE,evidence-coordinate,corpus governance/lane documents @ immutable base,evidence-grouped,corpus-law input
r2/node-sea @ 0274c35c9a5a,E-CORPUS-OWNERSHIP,evidence-coordinate,corpus governance/lane documents @ immutable base,evidence-grouped,corpus-law input
r2/node-sea @ 0274c35c9a5a,E-CORPUS-COMPAT,evidence-coordinate,corpus governance/lane documents @ immutable base,evidence-grouped,corpus-law input
r2/node-sea @ 0274c35c9a5a,E-CORPUS-RELATIONS,evidence-coordinate,corpus governance/lane documents @ immutable base,evidence-grouped,corpus-law input
r2/node-sea @ 0274c35c9a5a,E-CORPUS-PREFLIGHT,evidence-coordinate,corpus governance/lane documents @ immutable base,evidence-grouped,corpus-law input
r2/node-sea @ 0274c35c9a5a,E-CORPUS-APPLE,evidence-coordinate,corpus governance/lane documents @ immutable base,evidence-grouped,corpus-law input
r2/node-sea @ 0274c35c9a5a,E-NODE-26-TAG,evidence-coordinate,EC-SEA-DOC,evidence-grouped,
r2/node-sea @ 0274c35c9a5a,E-NODE-26-DOC-INTRO,evidence-coordinate,EC-SEA-DOC,evidence-grouped,
r2/node-sea @ 0274c35c9a5a,E-NODE-26-DOC-CONFIG,evidence-coordinate,EC-SEA-DOC,evidence-grouped,
r2/node-sea @ 0274c35c9a5a,E-NODE-26-DOC-ASSETS,evidence-coordinate,EC-SEA-DOC,evidence-grouped,
r2/node-sea @ 0274c35c9a5a,E-NODE-26-DOC-SNAPSHOT-CACHE,evidence-coordinate,EC-SEA-DOC,evidence-grouped,
r2/node-sea @ 0274c35c9a5a,E-NODE-26-DOC-ARGV,evidence-coordinate,EC-SEA-DOC,evidence-grouped,
r2/node-sea @ 0274c35c9a5a,E-NODE-26-DOC-RUNTIME,evidence-coordinate,EC-SEA-DOC,evidence-grouped,
r2/node-sea @ 0274c35c9a5a,E-NODE-26-DOC-LOADER,evidence-coordinate,EC-SEA-DOC,evidence-grouped,
r2/node-sea @ 0274c35c9a5a,E-NODE-26-DOC-LEGACY,evidence-coordinate,EC-SEA-DOC,evidence-grouped,
r2/node-sea @ 0274c35c9a5a,E-NODE-26-DOC-PLATFORMS,evidence-coordinate,EC-SEA-DOC,evidence-grouped,
r2/node-sea @ 0274c35c9a5a,E-NODE-24-DOC,evidence-coordinate,EC-SEA-DOC,evidence-grouped,
r2/node-sea @ 0274c35c9a5a,E-NODE-22-DOC,evidence-coordinate,EC-SEA-DOC,evidence-grouped,
r2/node-sea @ 0274c35c9a5a,E-NODE-26-SRC-BIN,evidence-coordinate,EC-SEA-SRC,evidence-grouped,
r2/node-sea @ 0274c35c9a5a,E-NODE-26-SRC-SEA,evidence-coordinate,EC-SEA-SRC,evidence-grouped,
r2/node-sea @ 0274c35c9a5a,E-NODE-26-LIEF,evidence-coordinate,EC-SEA-SRC,evidence-grouped,
r2/node-sea @ 0274c35c9a5a,E-NODE-INITIAL,evidence-coordinate,EC-SEA-COMMITS,evidence-grouped,
r2/node-sea @ 0274c35c9a5a,E-NODE-BLOB-JSON,evidence-coordinate,EC-SEA-COMMITS,evidence-grouped,
r2/node-sea @ 0274c35c9a5a,E-NODE-SNAPSHOT,evidence-coordinate,EC-SEA-COMMITS,evidence-grouped,
r2/node-sea @ 0274c35c9a5a,E-NODE-CJS-CACHE,evidence-coordinate,EC-SEA-COMMITS,evidence-grouped,
r2/node-sea @ 0274c35c9a5a,E-NODE-ASSETS,evidence-coordinate,EC-SEA-COMMITS,evidence-grouped,
r2/node-sea @ 0274c35c9a5a,E-NODE-ARGV,evidence-coordinate,EC-SEA-COMMITS,evidence-grouped,
r2/node-sea @ 0274c35c9a5a,E-NODE-ARGVEXT,evidence-coordinate,EC-SEA-COMMITS,evidence-grouped,
r2/node-sea @ 0274c35c9a5a,E-NODE-ASSET-KEYS,evidence-coordinate,EC-SEA-COMMITS,evidence-grouped,
r2/node-sea @ 0274c35c9a5a,E-NODE-DIRECT,evidence-coordinate,EC-SEA-COMMITS,evidence-grouped,
r2/node-sea @ 0274c35c9a5a,E-NODE-DIRECT-PATH,evidence-coordinate,EC-SEA-COMMITS,evidence-grouped,
r2/node-sea @ 0274c35c9a5a,E-NODE-ESM,evidence-coordinate,EC-SEA-COMMITS,evidence-grouped,
r2/node-sea @ 0274c35c9a5a,E-NODE-ESM-CACHE,evidence-coordinate,EC-SEA-COMMITS,evidence-grouped,
r2/node-sea @ 0274c35c9a5a,E-NODE-RELEASE-INDEX,evidence-coordinate,EC-SEA-DOC,evidence-grouped,
r2/rolldown @ 6eedca3a4633,OP-ROL-001,operation,CO-ROL-01,adopted-with-correction,lane corrected to in-process-api (MSD-04)
r2/rolldown @ 6eedca3a4633,OP-ROL-002,operation,CO-ROL-02,promoted,handle-bound operation; lane/lifecycle normalized (MSD-06)
r2/rolldown @ 6eedca3a4633,OP-ROL-003,operation,CO-ROL-03,promoted,handle-bound operation; lane/lifecycle normalized (MSD-06)
r2/rolldown @ 6eedca3a4633,OP-ROL-004,operation,CO-ROL-01,demoted,close is the release sub-operation of CO-ROL-01 (MSD-06)
r2/rolldown @ 6eedca3a4633,OP-ROL-005,operation,CO-ROL-04,adopted-with-correction,lane corrected to in-process-api; lifecycle vocabulary normalized (MSD-04/MSD-08)
r2/rolldown @ 6eedca3a4633,OP-ROL-006,operation,CO-ROL-05,adopted-with-correction,lane corrected to in-process-api; lifecycle vocabulary normalized (MSD-04/MSD-08)
r2/rolldown @ 6eedca3a4633,OP-ROL-007,operation,CO-ROL-06,adopted-with-correction,lane corrected to in-process-api; lifecycle vocabulary normalized (MSD-04/MSD-08)
r2/rolldown @ 6eedca3a4633,OP-ROL-008,operation,CO-ROL-07,adopted-with-correction,lane corrected to in-process-api; lifecycle vocabulary normalized (MSD-04/MSD-08)
r2/rolldown @ 6eedca3a4633,OP-ROL-009,operation,CO-ROL-06;CO-ROL-07,demoted,watcher close is the release sub-operation (MSD-06)
r2/rolldown @ 6eedca3a4633,OP-ROL-010,operation,CO-ROL-08,adopted-with-correction,lane corrected to in-process-api; lifecycle vocabulary normalized (MSD-04/MSD-08)
r2/rolldown @ 6eedca3a4633,OP-ROL-011,operation,CO-ROL-09,adopted-with-correction,resource_result corrected no-public-value -> caller-owned-value (MSD-08)
r2/rolldown @ 6eedca3a4633,OP-ROL-012,operation,CO-ROL-10,adopted-with-correction,lane corrected to in-process-api; lifecycle vocabulary normalized (MSD-04/MSD-08)
r2/rolldown @ 6eedca3a4633,OP-ROL-013,operation,CO-ROL-11,adopted-with-correction,lane corrected to in-process-api; lifecycle vocabulary normalized (MSD-04/MSD-08)
r2/rolldown @ 6eedca3a4633,OP-ROL-014,operation,CO-ROL-12,adopted-with-correction,lane corrected to in-process-api; lifecycle vocabulary normalized (MSD-04/MSD-08)
r2/rolldown @ 6eedca3a4633,OP-ROL-015,operation,CO-ROL-13,adopted-with-correction,lane corrected to in-process-api; lifecycle vocabulary normalized (MSD-04/MSD-08)
r2/rolldown @ 6eedca3a4633,OP-ROL-016,operation,CO-ROL-14,adopted-with-correction,lane corrected to in-process-api; lifecycle vocabulary normalized (MSD-04/MSD-08)
r2/rolldown @ 6eedca3a4633,OP-ROL-017,operation,CO-ROL-15,adopted-with-correction,one-shot-with-cleanup mapped to one-shot + scope-borrowed-value (MSD-08)
r2/rolldown @ 6eedca3a4633,OP-ROL-018,operation,CU-ROL-01,held,candidate-unresolved: mixed-configured publication is an illegal state (MSD-08)
r2/rolldown @ 6eedca3a4633,OP-ROL-019,operation,CU-ROL-01,demoted,dev-engine close folds into CU-ROL-01 (MSD-06)
r2/rolldown @ 6eedca3a4633,OP-ROL-020,operation,CO-ROL-16,adopted-with-correction,lane corrected to in-process-api; lifecycle vocabulary normalized (MSD-04/MSD-08)
r2/rolldown @ 6eedca3a4633,OP-ROL-021,operation,CO-ROL-17,adopted-with-correction,lane corrected to in-process-api; lifecycle vocabulary normalized (MSD-04/MSD-08)
r2/rolldown @ 6eedca3a4633,OP-ROL-022,operation,CO-ROL-18,adopted-with-correction,lane corrected to in-process-api; lifecycle vocabulary normalized (MSD-04/MSD-08)
r2/rolldown @ 6eedca3a4633,AC-ROL-001,op,CO-ROL-01,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-002,op,CO-ROL-02,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-003,op,CO-ROL-03,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-004,op,CO-ROL-01,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-005,op,CO-ROL-04,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-006,op,CO-ROL-05,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-007,op,CO-ROL-06,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-008,op,CO-ROL-07,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-009,op,CO-ROL-06;CO-ROL-07,adopted,
